,x1,x2
0,-2.0216658008016988,0.011256532904757477
1,-2.040459420199309,-0.6218466717181221
2,-2.8503611332060426,-0.05469522033666563
3,-2.0352992076919856,-0.08985606732075313
4,-0.7740526348248276,-0.7738807071601707
5,-1.525069211798935,-0.9490371165690674
6,-3.849396224726839,0.4294665873601069
7,-1.0585497933302863,0.21495186640758246
8,-3.2797422047076012,-2.3848008316601885
9,-1.8980331295033137,-0.7615459366803554
10,-0.12528045034479662,-3.132667907932732
11,-3.123738311038848,-0.5208963519876317
12,-0.6378445849424252,-2.3349915531190226
13,-3.7961708469910986,-1.4183257424088938
14,-2.424616581423745,-1.6704672885407383
15,-2.355823556535129,-2.6086194107084926
16,-1.363686221280616,0.09686955650454376
17,-3.0340039004546826,-0.47813648868497644
18,-1.2880423892663602,-2.9467929596749185
19,-1.9302086711372335,0.3867183660077149
20,-1.374857958347577,0.18919805766263087
21,-1.6377920385133395,-0.7760901851129125
22,-0.9430803016761294,0.03244699447212673
23,-0.4383414702736481,-0.31298100235129056
24,-0.488181978160257,-0.4799293904214832
25,-2.88687977193936,-0.47034141528650586
26,-3.4716434470611715,-1.1682713955263218
27,-2.2621022913225364,-0.16413614221585382
28,-1.8089049352098276,-1.036807069403739
29,-1.4069347605370743,-0.581405496217315
30,0.39968286558309396,-2.156150238175576
31,-1.6079324027116324,-2.0813538722832563
32,-2.295745980915506,-1.9004870424951876
33,-0.42370465670656987,-0.5356112390561854
34,-3.3293054847585024,-1.4688018944026482
35,-0.20227355219831455,-3.0247174143492668
36,-2.1656725792321008,-0.1242698739282252
37,-2.5652367693683793,-1.1823274232779897
38,-0.8239703165691729,-0.8464116644216346
39,-2.8315561024029634,-0.34486105977649395
40,-2.935202289003387,-0.4709510780483467
41,-0.5841685592915162,-2.0743747132354677
42,-0.8913015614404334,-3.107475251988479
43,-1.5570546454531156,1.3742877223204466
44,0.1584627379572927,-1.9327548224746127
45,-2.955314667988019,-0.6671844495266581
46,-2.471238479560812,0.022998533530321885
47,-1.5634041188534595,1.0753976507108967
48,-3.558727646458396,-1.3544135159437907
49,-0.451479224272215,-1.9199566823614014
50,-0.44912786129954196,-1.3033485529720208
51,-2.0378743574202485,-1.2075005281687607
52,-2.222643686340033,0.006167191165362573
53,-3.636654374822282,-1.264392479128751
54,-1.8127442371477565,0.3371571745403801
55,-1.8487758236311536,1.1998074858580912
56,-0.9305817490650187,-0.7901319256206566
57,-1.678234072459907,-1.4320297917917237
58,-1.2989282517479048,-0.7119697308810464
59,-4.0315947497923155,-1.9331740468293088
60,-0.27659005429145767,-0.2431649639153447
61,-1.8102515118466749,-0.6986964101727129
62,-2.8341179121779954,0.31028507206532674
63,-2.074078585800269,0.3081712860046466
64,-3.8023252818242153,-0.9532249913310344
65,-0.9831931268412335,-1.772748668278649
66,-3.6328945465289246,-0.9985150030086829
67,-1.380884443633508,-0.9651682352979682
68,-3.79828989628565,-2.4060597072195797
69,-1.5965550444412469,-1.3577371456967282
70,-2.8346947878286,0.21091973304415235
71,-3.664348549329093,-0.3832850889287678
72,-3.4693836636147877,-0.8546088479797704
73,-2.6960024623263985,-0.605469400455179
74,-0.4671996655096706,-1.4043669266128056
75,-1.8608112421913103,-1.127270685422949
76,-2.739525026939378,-0.14281732976381323
77,-1.5739141156331258,1.2575254632022104
78,-1.9577711916162723,-1.8029811327650611
79,-1.6532653222732525,-1.7043422415461627
80,0.420060111865582,-0.4795612937530631
81,-3.2461316934196587,0.679528658740119
82,-1.728159635584817,-0.8227450550608306
83,-1.9014634604991811,-1.0790598823212343
84,-1.48132739224393,-0.8523734128982319
85,-1.6703840577898013,-1.0167012224456529
86,-2.9614629976449223,0.7894494679397948
87,-1.7620729025883266,-1.5009604028567445
88,-1.247269903428208,-1.076068730276723
89,-3.9537028167314348,-1.3570116483479424
90,-2.288061850384481,-1.4226912506226528
91,-1.4875304001610334,0.17328567143535345
92,-2.3509143220828603,-2.9051051916980146
93,-0.6955186557360227,-2.3934826880986595
94,-2.605867259166871,-2.4225433888940833
95,-0.12040160515952691,-1.629881972062216
96,-2.85157974557596,-2.255277575076894
97,-2.42411648183214,-1.2776864641652175
98,0.07189035273562339,-1.040607941976655
99,-2.6024819530039256,0.20398591470556382
100,-0.9288380869077706,-0.98886133983937
101,-0.8073311289258518,0.23421142870722922
102,-4.226215069241749,0.5079854213381101
103,-1.2690065816516833,-1.7286309174074868
104,-1.561978851386917,-0.02923705927894238
105,-1.9827008930005408,-0.7467338475419665
106,0.49066869607485675,-1.2369451581873971
107,-3.0872664052285987,-1.3647816584455332
108,-2.9483807550633063,-1.6618565242194547
109,-0.2888678113770218,0.5906786962422887
110,-3.299074449996797,-0.6655024453878672
111,-2.559491293946177,0.3491171023589734
112,-1.621261545817021,-0.022040066973735395
113,-2.462872809326956,-1.5148775761402762
114,-1.046760206818044,-1.3378319671468861
115,-1.436762655713051,-1.6009383594961966
116,-1.1158340166691794,-1.154082473889813
117,-2.828855884477352,-1.8487374027808283
118,-0.36959931865332774,-1.4773623608912128
119,-1.3446802015590567,-0.7447384771811326
